0.16211,20,6.96,0,0.464,6.24,16.3,4.429,3,223,18.6,396.9,6.59,25.2
0.12204,0,2.89,0,0.445,6.625,57.8,3.4952,2,276,18,357.98,6.65,28.4
0.03237,0,2.18,0,0.458,6.998,45.8,6.0622,3,222,18.7,394.63,2.94,33.4
0.25387,0,6.91,0,0.448,5.399,95.3,5.87,3,233,17.9,396.9,30.81,14.4
0.07875,45,3.44,0,0.437,6.782,41.1,3.7886,5,398,15.2,393.87,6.68,32
0.10469,40,6.41,1,0.447,7.267,49,4.7872,4,254,17.6,389.25,6.05,33.2
16.8118,0,18.1,0,0.7,5.277,98.09999999999999,1.4261,24,666,20.2,396.9,30.81,7.2
9.2323,0,18.1,0,0.631,6.216,100,1.1691,24,666,20.2,366.15,9.529999999999999,50
0.01381,80,0.46,0,0.422,7.875,32,5.6484,4,255,14.4,394.23,2.97,50
0.14476,0,10.01,0,0.547,5.731,65.2,2.7592,6,432,17.8,391.5,13.61,19.3
5.20177,0,18.1,1,0.77,6.127,83.40000000000001,2.7227,24,666,20.2,395.43,11.48,22.7
0.01096,55,2.25,0,0.389,6.453,31.9,7.3073,1,300,15.3,394.72,8.23,22
3.67822,0,18.1,0,0.77,5.362,96.2,2.1036,24,666,20.2,380.79,10.19,20.8
7.02259,0,18.1,0,0.718,6.006,95.3,1.8746,24,666,20.2,319.98,15.7,14.2
7.05042,0,18.1,0,0.614,6.103,85.09999999999999,2.0218,24,666,20.2,2.52,23.29,13.4
0.14103,0,13.92,0,0.437,5.79,58,6.32,4,289,16,396.9,15.84,20.3
4.0974,0,19.58,0,0.871,5.468,100,1.4118,5,403,14.7,396.9,26.42,15.6
0.06587999999999999,0,2.46,0,0.488,7.765,83.3,2.741,3,193,17.8,395.56,7.56,39.8
0.49298,0,9.9,0,0.544,6.635,82.5,3.3175,4,304,18.4,396.9,4.54,22.8
8.05579,0,18.1,0,0.584,5.427,95.40000000000001,2.4298,24,666,20.2,352.58,18.14,13.8
0.1146,20,6.96,0,0.464,6.538,58.7,3.9175,3,223,18.6,394.96,7.73,24.4
0.17134,0,10.01,0,0.547,5.928,88.2,2.4631,6,432,17.8,344.91,15.76,18.3
0.21161,0,8.56,0,0.52,6.137,87.40000000000001,2.7147,5,384,20.9,394.47,13.44,19.3
12.0482,0,18.1,0,0.614,5.648,87.59999999999999,1.9512,24,666,20.2,291.55,14.1,20.8
6.53876,0,18.1,1,0.631,7.016,97.5,1.2024,24,666,20.2,392.05,2.96,50
0.1415,0,6.91,0,0.448,6.169,6.6,5.7209,3,233,17.9,383.37,5.81,25.3
0.3692,0,9.9,0,0.544,6.567,87.3,3.6023,4,304,18.4,395.69,9.279999999999999,23.8
11.1081,0,18.1,0,0.668,4.906,100,1.1742,24,666,20.2,396.9,34.77,13.8
8.49213,0,18.1,0,0.584,6.348,86.09999999999999,2.0527,24,666,20.2,83.45,17.64,14.5
0.09299,0,25.65,0,0.581,5.961,92.90000000000001,2.0869,2,188,19.1,378.09,17.93,20.5
0.20746,0,27.74,0,0.609,5.093,98,1.8226,4,711,20.1,318.43,29.68,8.1
0.66351,20,3.97,0,0.647,7.333,100,1.8946,5,264,13,383.29,7.79,36
0.09378,12.5,7.87,0,0.524,5.889,39,5.4509,5,311,15.2,390.5,15.71,21.7
1.19294,0,21.89,0,0.624,6.326,97.7,2.271,4,437,21.2,396.9,12.26,19.6
5.87205,0,18.1,0,0.6929999999999999,6.405,96,1.6768,24,666,20.2,396.9,19.37,12.5
11.8123,0,18.1,0,0.718,6.824,76.5,1.794,24,666,20.2,48.45,22.74,8.4
8.64476,0,18.1,0,0.6929999999999999,6.193,92.59999999999999,1.7912,24,666,20.2,396.9,15.17,13.8
15.0234,0,18.1,0,0.614,5.304,97.3,2.1007,24,666,20.2,349.48,24.91,12
